"id","nameaffiliation","title","doi","year","citations","authors","inb_grant"
"7620","Institut de Bioenginyeria de Catalunya (IBEC)","A 3D finite element model of ventral furrow invagination in the Drosophila melanogaster embryo.","10.1016/j.jmbbm.2007.10.002","2008","31","Vito Conte, José J Muñoz, Mark Miodownik","No"
"7621","Institut de Bioenginyeria de Catalunya (IBEC)","Feasibility of noninvasive single-channel automated differentiation of obstructive and central hypopneas with nasal airflow.","10.1159/000342010","2013","1","C Morgenstern, W J Randerath, M Schwaibold, A Bolz, R Jané","No"
"7622","Institut de Bioenginyeria de Catalunya (IBEC)","Respiratory and spontaneous arousals in patients with Sleep Apnea Hypopnea Syndrome.","10.1109/embc.2012.6347443","2012","0","J Mesquita, F Porée, G Carrault, J A Fiz, J Abad, R Jané","No"
"7623","Institut de Bioenginyeria de Catalunya (IBEC)","Usefulness of an expandable interbody spacer for the treatment of foraminal stenosis in extremely collapsed disks: preliminary clinical experience with endoscopic posterolateral transforaminal approach.","10.1097/bsd.0b013e3182064614","2011","3","Rudolf Morgenstern, Christian Morgenstern, Raimon Jané, Sang-Ho Lee","No"
"7624","Institut de Bioenginyeria de Catalunya (IBEC)","Detecting unilateral phrenic paralysis by acoustic respiratory analysis.","10.1371/journal.pone.0093595","2014","3","José Antonio Fiz, Raimon Jané, Manuel Lozano, Rosa Gómez, Juan Ruiz","No"
"7625","Institut de Bioenginyeria de Catalunya (IBEC)","Comparison of upper airway respiratory resistance measurements with the esophageal pressure/airflow relationship during sleep.","10.1109/iembs.2011.6090872","2011","1","C Morgenstern, M Schwaibold, W Randerath, A Bolz, R Jané","No"
"7626","Institut de Bioenginyeria de Catalunya (IBEC)","An invasive and a noninvasive approach for the automatic differentiation of obstructive and central hypopneas.","10.1109/tbme.2010.2047505","2010","3","Christian Morgenstern, Matthias Schwaibold, Winfried J Randerath, Armin Bolz, Raimon Jané","No"
"7627","Institut de Bioenginyeria de Catalunya (IBEC)","Automatic non-invasive differentiation of obstructive and central hypopneas with nasal airflow compared to esophageal pressure.","10.1109/iembs.2010.5627787","2010","0","C Morgenstern, M Schwaibold, W Randerath, A Bolz, R Jane","No"
"7628","Institut de Bioenginyeria de Catalunya (IBEC)","[Treatment of patients with simple snoring].","10.1016/j.arbres.2008.11.004","2009","1","José Antonio Fiz, Josep Morera Prat, Raimon Jané","No"
"7629","Institut de Bioenginyeria de Catalunya (IBEC)","Assessment of changes in upper airway obstruction by automatic identification of inspiratory flow limitation during sleep.","10.1109/tbme.2009.2023079","2009","6","Christian Morgenstern, Matthias Schwaibold, Winfried J Randerath, Armin Bolz, Raimon Jané","No"
"7630","Institut de Bioenginyeria de Catalunya (IBEC)","Automatic differentiation of obstructive and central hypopneas with esophageal pressure measurement during sleep.","10.1109/iembs.2009.5332900","2009","1","C Morgenstern, M Schwaibold, W Randerath, A Bolz, R Jane","No"
"7631","Institut de Bioenginyeria de Catalunya (IBEC)","Evidence towards improved estimation of respiratory muscle effort from diaphragm mechanomyographic signals with cardiac vibration interference using sample entropy with fixed tolerance values.","10.1371/journal.pone.0088902","2014","5","Leonardo Sarlabous, Abel Torres, José A Fiz, Raimon Jané","No"
"7632","Institut de Bioenginyeria de Catalunya (IBEC)","Multiclass classification of subjects with sleep apnoea-hypopnoea syndrome through snoring analysis.","10.1016/j.medengphy.2011.12.008","2012","9","Jordi Solà-Soler, José Antonio Fiz, José Morera, Raimon Jané","No"
"7633","Institut de Bioenginyeria de Catalunya (IBEC)","All night analysis of time interval between snores in subjects with sleep apnea hypopnea syndrome.","10.1007/s11517-012-0885-9","2012","8","J Mesquita, J Solà-Soler, J A Fiz, J Morera, R Jané","No"
"7634","Institut de Bioenginyeria de Catalunya (IBEC)","Index for estimation of muscle force from mechanomyography based on the Lempel-Ziv algorithm.","10.1016/j.jelekin.2012.12.007","2013","8","Leonardo Sarlabous, Abel Torres, José A Fiz, Josep Morera, Raimon Jané","No"
"7635","Institut de Bioenginyeria de Catalunya (IBEC)","Snoring analysis for the screening of Sleep Apnea Hypopnea Syndrome with a single-channel device developed using polysomnographic and snoring databases.","10.1109/iembs.2011.6092054","2011","0","Raimon Jané, José A Fiz, Jordi Solà-Soler, Joana Mesquita, Josep Morera","No"
"7636","Institut de Bioenginyeria de Catalunya (IBEC)","Bayes classification of snoring subjects with and without Sleep Apnea Hypopnea Syndrome, using a Kernel method.","10.1109/iembs.2011.6091500","2011","2","Jordi Solà-Soler, José A Fiz, José Morera, Raimon Jané","No"
"7637","Institut de Bioenginyeria de Catalunya (IBEC)","Normal non-regular snores as a tool for screening SAHS severity.","10.1109/iembs.2011.6090870","2011","0","J Mesquita, J A Fiz, J Sola-Soler, J Morera, R Jané","No"
"7638","Institut de Bioenginyeria de Catalunya (IBEC)","Continuous analysis and monitoring of snores and their relationship to the apnea-hypopnea index.","10.1002/lary.20815","2010","26","José Antonio Fiz, Raimon Jané, Jordi Solà-Soler, Jorge Abad, M Angeles García, José Morera","No"
"7639","Institut de Bioenginyeria de Catalunya (IBEC)","Regular and non regular snore features as markers of SAHS.","10.1109/iembs.2010.5627786","2010","0","J Mesquita, J A Fiz, J Sola-Soler, J Morera, R Jane","No"
"7640","Institut de Bioenginyeria de Catalunya (IBEC)","Evaluation and adaptive attenuation of the cardiac vibration interference in mechanomyographic signals.","10.1109/embc.2012.6346695","2012","1","Leonardo Sarlabous, Abel Torres, Jose Antonio Fiz, Josep Morera, Raimon Jane","No"
"7641","Institut de Bioenginyeria de Catalunya (IBEC)","The natural history of the sleep and respiratory engineering track at EMBC 1988 to 2010.","10.1109/iembs.2010.5627654","2010","0","Ron S Leder, Gaston Schlotthauer, Thomas Penzel, Raimon Jane","No"
"7642","Institut de Bioenginyeria de Catalunya (IBEC)","Analysis of QRS loop in the Vectorcardiogram of patients with Chagas' disease.","10.1109/iembs.2010.5626863","2010","0","Raúl Correa, Eric Laciar, Pedro Arini, Raimon Jané","No"
"7643","Institut de Bioenginyeria de Catalunya (IBEC)","Periodic breathing during ascent to extreme altitude quantified by spectral analysis of the respiratory volume signal.","10.1109/embc.2012.6346029","2012","3","A Garde, B F Giraldo, R Jane, T D Latshang, A J Turk, T Hess, M M Bosch, D Barthelmes, J Pichler Hefti, M Maggiorini, U Hefti, T M Merz, O D Schoch, K E Bloch","No"
"7644","Institut de Bioenginyeria de Catalunya (IBEC)","An energy-based detection algorithm of epileptic seizures in EEG records.","10.1109/iembs.2009.5334114","2009","0","Agustina Garcés Correa, Eric Laciar, Lorena Orosco, Maria E Gómez, Raúl Otoya, Raimón Jané","No"
"7645","Institut de Bioenginyeria de Catalunya (IBEC)","Analysis of QRS loop changes in the beat-to-beat Vectocardiogram of ischemic patients undergoing PTCA.","10.1109/iembs.2009.5333093","2009","1","Raul Correa, Eric Laciar, Pedro Arini, Raimon Jane","No"
"7646","Institut de Bioenginyeria de Catalunya (IBEC)","Evaluation of the respiratory muscles efficiency during an incremental flow respiratory test.","10.1109/iembs.2011.6090775","2011","0","Leonardo Sarlabous, Abel Torres, José A Fiz, J Gea, Juana M Martinez-Llorens, Josep Morera, Raimon Jané","No"
"7647","Institut de Bioenginyeria de Catalunya (IBEC)","Breathing pattern characterization in chronic heart failure patients using the respiratory flow signal.","10.1007/s10439-010-0109-0","2010","5","A Garde, L Sörnmo, R Jané, B F Giraldo","No"
"7648","Institut de Bioenginyeria de Catalunya (IBEC)","Analysis of the respiratory flow cycle morphology in chronic heart failure patients applying principal components analysis.","10.1109/iembs.2011.6090494","2011","1","Ainara Garde, Beatriz F Giraldo, Leif Sörnmo, Raimon Jané","No"
"7649","Institut de Bioenginyeria de Catalunya (IBEC)","Automatic classification of subjects with and without sleep apnea through snoring analysis.","10.1109/iembs.2007.4353739","2007","5","Jordi Solà-Soler, Raimon Jané, José Antonio Fiz, José Morera","No"
"7650","Institut de Bioenginyeria de Catalunya (IBEC)","Application of the empirical mode decomposition method to the analysis of respiratory mechanomyographic signals.","10.1109/iembs.2007.4352603","2007","3","Abel Torres, José A Fiz, Raimon Jané, Juan B Galdiz, Joaquim Gea, Josep Morera","No"
"7651","Institut de Bioenginyeria de Catalunya (IBEC)","Interpretation of the approximate entropy using fixed tolerance values as a measure of amplitude variations in biomedical signals.","10.1109/iembs.2010.5627570","2010","5","Leonardo Sarlabous, Abel Torres, Jose A Fiz, J Gea, J M Martinez-Llorens, J Morera, Raimon Jane","No"
"7652","Institut de Bioenginyeria de Catalunya (IBEC)","Noninvasive measurement of inspiratory muscle performance by means of diaphragm muscle mechanomyographic signals in COPD patients during an incremental load respiratory test.","10.1109/iembs.2010.5626618","2010","4","Abel Torres, Leonardo Sarlabous, Jose A Fiz, Joaquim Gea, Juana M Martinez-Llorens, J Morera, Raimon Jane","No"
"7654","Institut de Bioenginyeria de Catalunya (IBEC)","Correntropy-based spectral characterization of respiratory patterns in patients with chronic heart failure.","10.1109/tbme.2010.2044176","2010","5","Ainara Garde, Leif Sörnmo, Raimon Jané, Beatriz F Giraldo","No"
"7655","Institut de Bioenginyeria de Catalunya (IBEC)","Correntropy-based nonlinearity test applied to patients with chronic heart failure.","10.1109/iembs.2010.5627167","2010","0","Ainara Garde, Leif Sornmo, Raimon Jane, Beatriz F Giraldo","No"
"7656","Institut de Bioenginyeria de Catalunya (IBEC)","Analysis of tracheal sounds during forced exhalation in asthma patients and normal subjects: bronchodilator response effect.","10.1378/chest.116.3.633","1999","9","J A Fiz, R Jané, D Salvatella, J Izquierdo, L Lores, P Caminal, J Morera","No"
"7657","Institut de Bioenginyeria de Catalunya (IBEC)","Evaluation of the respiratory muscular function by means of diaphragmatic mechanomyographic signals in COPD patients.","10.1109/iembs.2009.5333536","2009","2","Leonardo Sarlabous, Abel Torres, Jose A Fiz, Joaquim Gea, Juana M Martinez-Llorens, Raimon Jane","No"
"7658","Institut de Bioenginyeria de Catalunya (IBEC)","Multistate Lempel-Ziv (MLZ) index interpretation as a measure of amplitude and complexity changes.","10.1109/iembs.2009.5333488","2009","0","Leonardo Sarlabous, Abel Torres, Jose A Fiz, Joaquim Gea, Juan B Galdiz, Raimon Jane","No"
"7659","Institut de Bioenginyeria de Catalunya (IBEC)","Time-varying respiratory pattern characterization in chronic heart failure patients and healthy subjects.","10.1109/iembs.2009.5333501","2009","1","Ainara Garde, Beatriz F Giraldo, Raimon Jané, Leif Sörnmo","No"
"7660","Institut de Bioenginyeria de Catalunya (IBEC)","Inspiratory pressure evaluation by means of the entropy of respiratory mechanomyographic signals.","10.1109/iembs.2006.260408","2006","3","Abel Torres, José A Fiz, Juan B Galdiz, Joaquim Gea, Josep Morera, Raimon Jané","No"
"7661","Institut de Bioenginyeria de Catalunya (IBEC)","Sleep apnea detection based on spectral analysis of three ECG - derived respiratory signals.","10.1109/iembs.2009.5334196","2009","0","Lorena S Correa, Eric Laciar, Vicente Mut, Abel Torres, Raimon Jané","No"
"7663","Institut de Bioenginyeria de Catalunya (IBEC)","Detection and adaptive cancellation of heart sound interference in tracheal sounds.","10.1109/iembs.2006.260727","2006","0","Sandra Cortés, Raimon Jané, Abel Torres, José Antonio Fiz, Josep Morera","No"
"7664","Institut de Bioenginyeria de Catalunya (IBEC)","Correntropy-based analysis of respiratory patterns in patients with chronic heart failure.","10.1109/iembs.2009.5334219","2009","0","Ainara Garde, Leif Sörnmo, Raimon Jané, Beatriz F Giraldo","No"
"7665","Institut de Bioenginyeria de Catalunya (IBEC)","Non-invasive monitoring of diaphragmatic timing by means of surface contact sensors: an experimental study in dogs.","10.1186/1471-2466-4-8","2004","4","José Antonio Fiz, Raimon Jané, Abel Torres, Josep Morera, Batxi Galdiz, Joaquín Gea, Alejandro Grassino","No"
"7666","Institut de Bioenginyeria de Catalunya (IBEC)","Time-frequency detection and analysis of wheezes during forced exhalation.","10.1109/tbme.2003.820359","2004","19","Antoni Homs-Corbera, José Antonio Fiz, José Morera, Raimon Jané","No"
"7667","Institut de Bioenginyeria de Catalunya (IBEC)","Improved alignment method for noisy high-resolution ECG and Holter records using multiscale cross-correlation.","10.1109/tbme.2003.808821","2003","4","Eric Laciar, Raimon Jané, Dana H Brooks","No"
"7668","Institut de Bioenginyeria de Catalunya (IBEC)","Detection of wheezing during maximal forced exhalation in patients with obstructed airways.","10.1378/chest.122.1.186","2002","11","José A Fiz, Raimon Jané, Antonio Homs, José Izquierdo, Maria A García, José Morera","No"
"7669","Institut de Bioenginyeria de Catalunya (IBEC)","Support vector machine classification applied on weaning trials patients.","10.1109/iembs.2006.259440","2006","2","B Giraldo, A Garde, C Arizmendi, R Jane, S Benito, I Diaz, D Ballesteros","No"
"7670","Institut de Bioenginyeria de Catalunya (IBEC)","Acoustic analysis of snoring sound in patients with simple snoring and obstructive sleep apnoea.","10.1183/09031936.96.09112365","1996","56","J A Fiz, J Abad, R Jané, M Riera, M A Mañanas, P Caminal, D Rodenstein, J Morera","No"
"7671","Institut de Bioenginyeria de Catalunya (IBEC)","Analysis of respiratory flow signals in chronic heart failure patients with periodic breathing.","10.1109/iembs.2007.4352285","2007","3","A Garde, B Giraldo, R Jané, I Diaz, S Herrera, S Benito, M Domingo, A Bayés-Genís","No"
"7678","Institut de Bioenginyeria de Catalunya (IBEC)","New algorithm for QT interval analysis in 24-hour Holter ECG: performance and applications.","10.1007/bf02441680","1990","66","P Laguna, N V Thakor, P Caminal, R Jané, H R Yoon, A Bayés de Luna, V Marti, J Guindo","No"
"7679","Institut de Biologia Evolutiva (IBE) - CSIC - UPF","Juvenile hormone signaling in short germ-band hemimetabolan embryos.","10.1242/dev.152827","2017","0","Ana Fernandez-Nicolas, Xavier Belles","No"
"7680","Institut de Biologia Evolutiva (IBE) - CSIC - UPF","Conserved association of Argonaute 1 and 2 proteins with miRNA and siRNA pathways throughout insect evolution, from cockroaches to flies.","10.1016/j.bbagrm.2018.04.001","2018","0","Mercedes Rubio, Jose Luis Maestro, Maria-Dolors Piulachs, Xavier Belles","No"
"7681","Institut de Biologia Evolutiva (IBE) - CSIC - UPF","Remodeling of the juvenile hormone pathway through caste-biased gene expression and positive selection along a gradient of termite eusociality.","10.1002/jez.b.22805","2018","0","Evelien Jongepier, Carsten Kemena, Alberto Lopez-Ezquerra, Xavier Belles, Erich Bornberg-Bauer, Judith Korb","No"
"7682","Institut de Biologia Evolutiva (IBE) - CSIC - UPF","Diversity of piRNA expression patterns during the ontogeny of the German cockroach.","10.1002/jez.b.22815","2018","0","Natalia Llonga, Guillem Ylla, Josep Bau, Xavier Belles, Maria-Dolors Piulachs","No"
"7683","Institut de Biologia Evolutiva (IBE) - CSIC - UPF","Tergal and pleural structures contribute to the formation of ectopic prothoracic wings in cockroaches.","10.1098/rsos.160347","2016","4","Moysés Elias-Neto, Xavier Belles","No"
"7684","Institut de Biologia Evolutiva (IBE) - CSIC - UPF","CREB-binding protein contributes to the regulation of endocrine and developmental pathways in insect hemimetabolan pre-metamorphosis.","10.1016/j.bbagen.2015.12.008","2016","4","Ana Fernandez-Nicolas, Xavier Belles","No"
"7685","Institut de Biologia Evolutiva (IBE) - CSIC - UPF","Orcokinins contribute to the regulation of vitellogenin transcription in the cockroach Blattella germanica.","10.1016/j.jinsphys.2015.10.002","2015","2","Sheila Ons, Xavier Bellés, José L Maestro","No"
"7686","Institut de Biologia Evolutiva (IBE) - CSIC - UPF","Comparative analysis of miRNA expression during the development of insects of different metamorphosis modes and germ-band types.","10.1186/s12864-017-4177-5","2017","0","Guillem Ylla, Maria-Dolors Piulachs, Xavier Belles","No"
"7687","Institut de Biologia Evolutiva (IBE) - CSIC - UPF","The MEKRE93 (Methoprene tolerant-Krüppel homolog 1-E93) pathway in the regulation of insect metamorphosis, and the homology of the pupal stage.","10.1016/j.ibmb.2014.06.009","2014","31","Xavier Belles, Carolina G Santos","No"
"7688","Institut de Biologia Evolutiva (IBE) - CSIC - UPF","Molecular basis of juvenile hormone signaling.","10.1016/j.cois.2015.08.004","2015","21","Marek Jindra, Xavier Bellés, Tetsuro Shinoda","No"
"7689","Institut de Biologia Evolutiva (IBE) - CSIC - UPF","Different Bla-g T cell antigens dominate responses in asthma versus rhinitis subjects.","10.1111/cea.12643","2015","9","M B C Dillon, V Schulten, C Oseroff, S Paul, L M Dullanty, A Frazier, X Belles, M D Piulachs, C Visness, L Bacharier, G R Bloomberg, P Busse, J Sidney, B Peters, A Sette","No"
"7690","Institut de Biologia Evolutiva (IBE) - CSIC - UPF","Expansions of key protein families in the German cockroach highlight the molecular basis of its remarkable success as a global indoor pest.","10.1002/jez.b.22824","2018","0","Mark C Harrison, Nicolas Arning, Lukas P M Kremer, Guillem Ylla, Xavier Belles, Erich Bornberg-Bauer, Ann Kathrin Huylmans, Evelien Jongepier, Maria-Dolors Piulachs, Stephen Richards, Coby Schal","No"
"7691","Institut de Biologia Evolutiva (IBE) - CSIC - UPF","Towards understanding the molecular basis of cockroach tergal gland morphogenesis. A transcriptomic approach.","10.1016/j.ibmb.2015.06.008","2015","2","Guillem Ylla, Xavier Belles","No"
